Start: 2021-03-09 21:39:59.785231
Found 56 - ('AM', 'AM02-0012-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0012-b-en.xml', 'AM02-0012-b-en.xml')
Found 57 - ('AM', 'AM02-0012-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0012-a-da.xml', 'AM02-0012-a-da.xml')
Found 58 - ('AM', 'AM02-0012-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0012-b-da.xml', 'AM02-0012-b-da.xml')
Found 61 - ('AM', 'AM02-0012-c', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0012-c-en.xml', 'AM02-0012-c-en.xml')
Found 62 - ('AM', 'AM02-0012-c', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0012-c-da.xml', 'AM02-0012-c-da.xml')
Found 64 - ('AM', 'AM02-0013', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0013-en.xml', 'AM02-0013-en.xml')
Found 66 - ('AM', 'AM02-0013', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0013-da.xml', 'AM02-0013-da.xml')
Found 67 - ('AM', 'AM02-0014', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0014-en.xml', 'AM02-0014-en.xml')
Found 68 - ('AM', 'AM02-0014', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0014-da.xml', 'AM02-0014-da.xml')
Found 70 - ('AM', 'AM02-0015', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0015-en.xml', 'AM02-0015-en.xml')
Found 72 - ('AM', 'AM02-0015', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0015-da.xml', 'AM02-0015-da.xml')
Found 74 - ('AM', 'AM02-0016', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0016-en.xml', 'AM02-0016-en.xml')
Found 75 - ('AM', 'AM02-0016', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0016-da.xml', 'AM02-0016-da.xml')
Found 76 - ('AM', 'AM02-0018', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0018-en.xml', 'AM02-0018-en.xml')
Found 78 - ('AM', 'AM02-0017', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0017-da.xml', 'AM02-0017-da.xml')
Found 79 - ('AM', 'AM02-0017', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0017-en.xml', 'AM02-0017-en.xml')
Found 80 - ('AM', 'AM02-0018', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0018-da.xml', 'AM02-0018-da.xml')
Found 82 - ('AM', 'AM02-0019', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0019-en.xml', 'AM02-0019-en.xml')
Found 83 - ('AM', 'AM02-0019', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0019-da.xml', 'AM02-0019-da.xml')
Found 85 - ('AM', 'AM02-0020-b-II', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-b-II-da.xml', 'AM02-0020-b-II-da.xml')
Found 86 - ('AM', 'AM02-0020-b-II', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-b-II-en.xml', 'AM02-0020-b-II-en.xml')
Found 87 - ('AM', 'AM02-0020-c', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-c-en.xml', 'AM02-0020-c-en.xml')
Found 89 - ('AM', 'AM02-0020-c', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-c-da.xml', 'AM02-0020-c-da.xml')
Found 90 - ('AM', 'AM02-0020-d', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-d-en.xml', 'AM02-0020-d-en.xml')
Found 92 - ('AM', 'AM02-0020-d', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-d-da.xml', 'AM02-0020-d-da.xml')
Found 93 - ('AM', 'AM02-0020-e-g', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-e-g-en.xml', 'AM02-0020-e-g-en.xml')
Found 95 - ('AM', 'AM02-0020-e-g', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-e-g-da.xml', 'AM02-0020-e-g-da.xml')
Found 97 - ('AM', 'AM02-0020-i', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-i-en.xml', 'AM02-0020-i-en.xml')
Found 99 - ('AM', 'AM02-0020-i', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-i-da.xml', 'AM02-0020-i-da.xml')
Found 100 - ('AM', 'AM02-0020-k', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0020-k-da.xml', 'AM02-0020-k-da.xml')
Found 101 - ('AM', 'AM02-0021', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0021-en.xml', 'AM02-0021-en.xml')
Found 102 - ('AM', 'AM02-0020-k', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0020-k-en.xml', 'AM02-0020-k-en.xml')
Found 105 - ('AM', 'AM02-0021', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0021-da.xml', 'AM02-0021-da.xml')
Found 106 - ('AM', 'AM02-0022', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0022-en.xml', 'AM02-0022-en.xml')
Found 107 - ('AM', 'AM02-0022', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0022-da.xml', 'AM02-0022-da.xml')
Found 108 - ('AM', 'AM02-0025-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0025-a-en.xml', 'AM02-0025-a-en.xml')
Found 109 - ('AM', 'AM02-0025-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0025-a-da.xml', 'AM02-0025-a-da.xml')
Found 111 - ('AM', 'AM02-0026', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0026-en.xml', 'AM02-0026-en.xml')
Found 113 - ('AM', 'AM02-0026', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0026-da.xml', 'AM02-0026-da.xml')
Found 115 - ('AM', 'AM02-0027', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0027-da.xml', 'AM02-0027-da.xml')
Found 116 - ('AM', 'AM02-0027', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0027-en.xml', 'AM02-0027-en.xml')
Found 117 - ('AM', 'AM02-0028', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0028-en.xml', 'AM02-0028-en.xml')
Found 119 - ('AM', 'AM02-0028', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0028-da.xml', 'AM02-0028-da.xml')
Found 121 - ('AM', 'AM02-0030', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0030-en.xml', 'AM02-0030-en.xml')
Found 122 - ('AM', 'AM02-0030', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0030-da.xml', 'AM02-0030-da.xml')
Found 124 - ('AM', 'AM02-0031', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0031-en.xml', 'AM02-0031-en.xml')
Found 125 - ('AM', 'AM02-0031', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0031-da.xml', 'AM02-0031-da.xml')
Found 127 - ('AM', 'AM02-0033', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0033-en.xml', 'AM02-0033-en.xml')
Found 128 - ('AM', 'AM02-0033', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0033-da.xml', 'AM02-0033-da.xml')
Found 129 - ('AM', 'AM02-0034', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0034-en.xml', 'AM02-0034-en.xml')
Found 131 - ('AM', 'AM02-0034', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0034-da.xml', 'AM02-0034-da.xml')
Found 132 - ('AM', 'AM02-0035', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0035-da.xml', 'AM02-0035-da.xml')
Found 133 - ('AM', 'AM02-0035', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0035-en.xml', 'AM02-0035-en.xml')
Found 135 - ('AM', 'AM02-0038', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0038-en.xml', 'AM02-0038-en.xml')
Found 137 - ('AM', 'AM02-0038', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0038-da.xml', 'AM02-0038-da.xml')
Found 138 - ('AM', 'AM02-0039', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0039-da.xml', 'AM02-0039-da.xml')
Found 139 - ('AM', 'AM02-0039', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0039-en.xml', 'AM02-0039-en.xml')
Found 142 - ('AM', 'AM02-0040', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0040-en.xml', 'AM02-0040-en.xml')
Found 143 - ('AM', 'AM02-0040', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0040-da.xml', 'AM02-0040-da.xml')
Found 144 - ('AM', 'AM02-0041', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0041-en.xml', 'AM02-0041-en.xml')
Found 146 - ('AM', 'AM02-0041', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0041-da.xml', 'AM02-0041-da.xml')
Found 147 - ('AM', 'AM02-0042', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0042-en.xml', 'AM02-0042-en.xml')
Found 148 - ('AM', 'AM02-0042', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0042-da.xml', 'AM02-0042-da.xml')
Found 150 - ('AM', 'AM02-0043', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0043-en.xml', 'AM02-0043-en.xml')
Found 151 - ('AM', 'AM02-0043', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0043-da.xml', 'AM02-0043-da.xml')
Found 153 - ('AM', 'AM02-0044', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0044-en.xml', 'AM02-0044-en.xml')
Found 154 - ('AM', 'AM02-0044', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0044-da.xml', 'AM02-0044-da.xml')
Found 156 - ('AM', 'AM02-0046', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0046-en.xml', 'AM02-0046-en.xml')
Found 158 - ('AM', 'AM02-0049', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0049-en.xml', 'AM02-0049-en.xml')
Found 160 - ('AM', 'AM02-0049', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0049-da.xml', 'AM02-0049-da.xml')
Found 161 - ('AM', 'AM02-0046', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0046-da.xml', 'AM02-0046-da.xml')
Found 165 - ('AM', 'AM02-0050-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0050-a-da.xml', 'AM02-0050-a-da.xml')
Found 166 - ('AM', 'AM02-0050-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0050-b-en.xml', 'AM02-0050-b-en.xml')
Found 167 - ('AM', 'AM02-0050-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0050-b-da.xml', 'AM02-0050-b-da.xml')
Found 168 - ('AM', 'AM02-0051', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0051-en.xml', 'AM02-0051-en.xml')
Found 170 - ('AM', 'AM02-0050-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0050-a-en.xml', 'AM02-0050-a-en.xml')
Found 171 - ('AM', 'AM02-0051', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0051-da.xml', 'AM02-0051-da.xml')
Found 172 - ('AM', 'AM02-0052', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0052-da.xml', 'AM02-0052-da.xml')
Found 173 - ('AM', 'AM02-0052', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0052-en.xml', 'AM02-0052-en.xml')
Found 174 - ('AM', 'AM02-0053', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0053-en.xml', 'AM02-0053-en.xml')
Found 175 - ('AM', 'AM02-0053', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0053-da.xml', 'AM02-0053-da.xml')
Found 178 - ('AM', 'AM02-0055', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0055-da.xml', 'AM02-0055-da.xml')
Found 179 - ('AM', 'AM02-0055', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0055-en.xml', 'AM02-0055-en.xml')
Found 180 - ('AM', 'AM02-0056', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0056-da.xml', 'AM02-0056-da.xml')
Found 182 - ('AM', 'AM02-0056', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0056-en.xml', 'AM02-0056-en.xml')
Found 183 - ('AM', 'AM02-0058', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0058-en.xml', 'AM02-0058-en.xml')
Found 189 - ('AM', 'AM02-0060', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0060-en.xml', 'AM02-0060-en.xml')
Found 190 - ('AM', 'AM02-0059', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0059-da.xml', 'AM02-0059-da.xml')
Found 191 - ('AM', 'AM02-0060', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0060-da.xml', 'AM02-0060-da.xml')
Found 192 - ('AM', 'AM02-0058', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0058-da.xml', 'AM02-0058-da.xml')
Found 193 - ('AM', 'AM02-0062', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0062-da.xml', 'AM02-0062-da.xml')
Found 194 - ('AM', 'AM02-0063', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0063-en.xml', 'AM02-0063-en.xml')
Found 195 - ('AM', 'AM02-0062', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0062-en.xml', 'AM02-0062-en.xml')
Found 197 - ('AM', 'AM02-0064', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0064-en.xml', 'AM02-0064-en.xml')
Found 199 - ('AM', 'AM02-0064', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0064-da.xml', 'AM02-0064-da.xml')
Found 200 - ('AM', 'AM02-0063', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0063-da.xml', 'AM02-0063-da.xml')
Found 202 - ('AM', 'AM02-0065', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0065-en.xml', 'AM02-0065-en.xml')
Found 203 - ('AM', 'AM02-0065', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0065-da.xml', 'AM02-0065-da.xml')
Found 208 - ('AM', 'AM02-0067-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0067-a-da.xml', 'AM02-0067-a-da.xml')
Found 209 - ('AM', 'AM02-0067-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0067-b-en.xml', 'AM02-0067-b-en.xml')
Found 211 - ('AM', 'AM02-0069', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0069-da.xml', 'AM02-0069-da.xml')
Found 212 - ('AM', 'AM02-0069', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0069-en.xml', 'AM02-0069-en.xml')
Found 213 - ('AM', 'AM02-0067-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0067-b-da.xml', 'AM02-0067-b-da.xml')
Found 214 - ('AM', 'AM02-0067-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0067-a-en.xml', 'AM02-0067-a-en.xml')
Found 216 - ('AM', 'AM02-0070', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0070-da.xml', 'AM02-0070-da.xml')
Found 218 - ('AM', 'AM02-0070', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0070-en.xml', 'AM02-0070-en.xml')
Found 219 - ('AM', 'AM02-0071', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0071-en.xml', 'AM02-0071-en.xml')
Found 220 - ('AM', 'AM02-007', 'da', 'https://handrit.is/en/manuscript/xml/AM02-007-da.xml', 'AM02-007-da.xml')
Found 221 - ('AM', 'AM02-0071', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0071-da.xml', 'AM02-0071-da.xml')
Found 222 - ('AM', 'AM02-0075-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0075-a-en.xml', 'AM02-0075-a-en.xml')
Found 223 - ('AM', 'AM02-0075-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0075-a-da.xml', 'AM02-0075-a-da.xml')
Found 227 - ('AM', 'AM02-0075-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0075-b-en.xml', 'AM02-0075-b-en.xml')
Found 228 - ('AM', 'AM02-0075-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0075-b-da.xml', 'AM02-0075-b-da.xml')
Found 229 - ('AM', 'AM02-0075-e-1-5', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0075-e-1-5-en.xml', 'AM02-0075-e-1-5-en.xml')
Found 231 - ('AM', 'AM02-0075-e-1-5', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0075-e-1-5-da.xml', 'AM02-0075-e-1-5-da.xml')
Found 232 - ('AM', 'AM02-0076-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0076-a-en.xml', 'AM02-0076-a-en.xml')
Found 234 - ('AM', 'AM02-0076-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0076-a-da.xml', 'AM02-0076-a-da.xml')
Found 235 - ('AM', 'AM02-0076-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0076-b-da.xml', 'AM02-0076-b-da.xml')
Found 236 - ('AM', 'AM02-0076-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0076-b-en.xml', 'AM02-0076-b-en.xml')
Found 237 - ('AM', 'AM02-0077-a', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0077-a-en.xml', 'AM02-0077-a-en.xml')
Found 238 - ('AM', 'AM02-0077-a', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0077-a-da.xml', 'AM02-0077-a-da.xml')
Found 241 - ('AM', 'AM02-0077-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0077-b-en.xml', 'AM02-0077-b-en.xml')
Found 242 - ('AM', 'AM02-0078-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0078-b-en.xml', 'AM02-0078-b-en.xml')
Found 243 - ('AM', 'AM02-0077-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0077-b-da.xml', 'AM02-0077-b-da.xml')
Found 245 - ('AM', 'AM02-0079', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0079-en.xml', 'AM02-0079-en.xml')
Found 246 - ('AM', 'AM02-0078-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0078-b-da.xml', 'AM02-0078-b-da.xml')
Found 250 - ('AM', 'AM02-0080', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0080-en.xml', 'AM02-0080-en.xml')
Found 251 - ('AM', 'AM02-0079', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0079-da.xml', 'AM02-0079-da.xml')
Found 252 - ('AM', 'AM02-0080', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0080-da.xml', 'AM02-0080-da.xml')
Found 253 - ('AM', 'AM02-0081-b', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0081-b-da.xml', 'AM02-0081-b-da.xml')
Found 254 - ('AM', 'AM02-0081-b', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0081-b-en.xml', 'AM02-0081-b-en.xml')
Found 256 - ('AM', 'AM02-0083', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0083-en.xml', 'AM02-0083-en.xml')
Found 257 - ('AM', 'AM02-0083', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0083-da.xml', 'AM02-0083-da.xml')
Found 258 - ('AM', 'AM02-0084', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0084-en.xml', 'AM02-0084-en.xml')
Found 260 - ('AM', 'AM02-0086', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0086-da.xml', 'AM02-0086-da.xml')
Found 261 - ('AM', 'AM02-0084', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0084-da.xml', 'AM02-0084-da.xml')
Found 262 - ('AM', 'AM02-0086', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0086-en.xml', 'AM02-0086-en.xml')
Found 264 - ('AM', 'AM02-0087', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0087-en.xml', 'AM02-0087-en.xml')
Found 266 - ('AM', 'AM02-0087', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0087-da.xml', 'AM02-0087-da.xml')
Found 268 - ('AM', 'AM02-0089', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0089-en.xml', 'AM02-0089-en.xml')
Found 269 - ('AM', 'AM02-0088', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0088-da.xml', 'AM02-0088-da.xml')
Found 270 - ('AM', 'AM02-0088', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0088-en.xml', 'AM02-0088-en.xml')
Found 276 - ('AM', 'AM02-0090', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0090-da.xml', 'AM02-0090-da.xml')
Found 277 - ('AM', 'AM02-0089', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0089-da.xml', 'AM02-0089-da.xml')
Found 278 - ('AM', 'AM02-009', 'da', 'https://handrit.is/en/manuscript/xml/AM02-009-da.xml', 'AM02-009-da.xml')
Found 279 - ('AM', 'AM02-0090', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0090-en.xml', 'AM02-0090-en.xml')
Found 280 - ('AM', 'AM02-0091', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0091-en.xml', 'AM02-0091-en.xml')
Found 281 - ('AM', 'AM02-0091', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0091-da.xml', 'AM02-0091-da.xml')
Found 282 - ('AM', 'AM02-0092', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0092-da.xml', 'AM02-0092-da.xml')
Found 283 - ('AM', 'AM02-0092', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0092-en.xml', 'AM02-0092-en.xml')
Found 285 - ('AM', 'AM02-0093', 'en', 'https://handrit.is/en/manuscript/xml/AM02-0093-en.xml', 'AM02-0093-en.xml')
Found 287 - ('AM', 'AM02-0093', 'da', 'https://handrit.is/en/manuscript/xml/AM02-0093-da.xml', 'AM02-0093-da.xml')
